0,615163
0,267711
0,028210
0,712583
0,399006
0,062404
0,331508
0,874696
0,720888
0,691261
0,569072
0,975195
0,530332
0,644838
0,905176
0,093324
0,109210
0,490404
0,857805
0,395700
0,759073
0,311601
0,919239
0,881315
0,658276
0,089255
0,938447
0,161349
0,279987
0,508660
0,861881
0,895150
0,776372
0,890091
0,607733
0,175378
0,952495
0,939241
0,050074
0,673383
0,630501
0,619146
0,648578
0,160834
0,263984
0,553754
0,254158
0,373195
0,044157
0,111964
0,768894
0,803231
0,423565
0,688133
0,684546
0,081841
0,777388
0,622993
0,243190
0,057376
0,131653
0,105071
0,952525
0,908025
0,995162
0,560258
0,083403
0,947658
0,499499
0,133477
0,621041
0,130001
0,752624
0,269619
0,290835
0,016608
0,823372
0,544993
0,389802
0,867530
0,656957
0,158697
0,670761
0,080521
0,846830
0,355307
0,162362
0,624218
0,978300
0,405552
0,681594
0,109953
0,510624
0,634119
0,017978
0,505786
0,194377
0,101381
0,453444
0,693876
0,234858
0,074484
0,823877
0,987482
0,344103
0,114712
0,004090
0,167475
0,659705
0,393892
0,035005
0,316661
0,552588
0,705766
0,397183
0,399418
0,061072
0,559545
0,023636
0,039372
0,965097
0,705230
0,149325
0,475720
0,339349
0,167303
0,981506
0,533726
0,268683
0,434950
0,227602
0,503542
0,509434
0,051480
0,491024
0,853537
0,166191
0,495113
0,021012
0,825896
0,889005
0,056017
0,142557
0,441593
0,761783
0,539740
0,841012
0,822855
0,099284
0,864648
0,862227
0,064381
0,569878
0,011552
0,540102
0,909226
0,178855
0,521608
0,442952
0,447538
0,956558
0,670555
0,951080
0,465992
0,722034
0,442104
0,319529
0,888226
0,937217
0,340541
0,714122
0,826222
0,396558
0,856679
0,267815
0,158341
0,396419
0,108827
0,981196
0,495703
0,973474
0,843424
0,560085
0,543352
0,854976
0,100186
0,452578
0,033831
0,621794
0,895531
0,481369
0,578352
0,566086
0,432449
0,044344
0,288120
0,874553
0,363873
0,176346
0,811770
0,704414
0,890468
0,637992
0,100972
0,747147
0,905807
0,259313
0,143566
0,014633
0,240509
0,639269
0,988108
0,083933
0,199353
0,531460
0,938909
0,299540
0,984038
0,972740
0,921334
0,879569
0,454109
0,499685
0,445655
0,886558
0,544029
0,733775
0,761111
0,907902
0,910121
0,572881
0,612315
0,800589
0,210872
0,713287
0,547735
0,116679
0,972600
0,691301
0,131313
0,213110
0,330570
0,119420
0,297043
0,529923
0,650880
0,235951
0,829463
0,634918
0,208691
0,750796
0,514488
0,662800
0,250482
0,960142
0,549358
0,794511
0,693917
0,310469
0,702412
0,604038
0,883350
0,314728
0,404627
0,094222
0,028015
0,952362
0,210901
0,000615
0,643663
0,342214
0,213725
0,974233
0,461634
0,510768
0,504156
0,112514
0,746719
0,333619
0,747433
0,955411
0,084415
0,261920
0,618210
0,334897
0,222063
0,167568
0,129407
0,915980
0,478037
0,831819
0,520018
0,361387
0,146547
0,924645
0,455609
0,174562
0,877007
0,666511
0,175178
0,520670
0,008724
0,388903
0,494903
0,470359
0,899671
0,999058
0,582873
0,646390
0,332677
0,330306
0,601801
0,417092
0,592226
0,220011
0,751989
0,814288
0,387579
0,881396
0,730268
0,865616
0,713215
0,250287
0,227003
0,859762
0,174932
0,682613
0,034324
0,051939
0,349123
0,209502
0,572609
0,357848
0,598405
0,067512
0,828206
0,498075
0,066570
0,411079
0,144466
0,399247
0,741385
0,746266
0,816339
0,333611
0,966277
0,568328
0,147899
0,353857
0,449723
0,878167
0,219473
0,162939
0,128454
0,446477
0,022701
0,303386
0,129089
0,057025
0,355325
0,478212
0,266527
0,927934
0,836060
0,864931
0,995446
0,664266
0,363007
0,062016
0,075346
0,507472
0,461263
0,816730
0,253739
0,277603
0,150341
0,220016
0,845930
0,298240
0,573873
0,295654
0,176407
0,793346
0,458592
0,304861
0,239822
0,481293
0,608247
0,368912
0,538318
0,963571
0,847124
0,804845
0,891505
0,683184
0,669776
0,886951
0,347451
0,032783
0,948968
0,422796
0,540255
0,410231
0,239526
0,793994
0,687834
0,389867
0,014010
0,533764
0,688107
0,587882
0,829418
0,864514
0,381228
0,288010
0,169375
0,621050
0,769304
0,777621
0,989962
0,307622
0,741192
0,837086
0,112467
0,632698
0,520270
0,782243
0,519649
0,867721
0,815026
0,468617
0,290517
0,355282
0,878848
0,530044
0,149275
0,566682
0,919911
0,163285
0,100446
0,608018
0,751167
0,929864
0,472531
0,132395
0,217874
0,641906
0,753446
0,987178
0,419527
0,743408
0,294800
0,160719
0,580494
0,407267
0,793417
0,100764
0,189510
0,313066
0,968485
0,004537
0,781683
0,259002
0,359818
0,660531
0,789046
0,509094
0,227213
0,708956
0,672379
0,327659
0,316974
0,423546
0,257523
0,789505
0,555941
0,475397
0,431411
0,309387
0,462575
0,850938
0,052794
0,757375
0,011658
0,633288
0,164642
0,805075
0,734052
0,354153
0,118141
0,702537
0,358689
0,899824
0,961539
0,718508
0,560356
0,750585
0,227601
0,787568
0,459542
0,899980
0,115227
0,776516
0,323526
0,372750
0,566021
0,879467
0,848147
0,997432
0,188854
0,310722
0,848371
0,241648
0,068098
0,860028
0,874937
0,232740
0,665103
0,608989
0,586893
0,783244
0,311526
0,945582
0,683068
0,273065
0,664090
0,243424
0,023651
0,891692
0,030992
0,483192
0,791672
0,146220
0,259708
0,115198
0,518970
0,825729
0,994666
0,367117
0,823161
0,183520
0,677839
0,671532
0,425168
0,745937
0,531560
0,300105
0,978677
0,196663
0,909093
0,565570
0,979907
0,220619
0,511153
0,662976
0,493685
0,175243
0,906400
0,517335
0,066934
0,937392
0,000528
0,858606
0,083612
0,260235
0,973804
0,602581
0,085964
0,968470
0,969698
0,909126
0,151989
0,647538
0,580658
0,577158
0,393475
0,112218
0,877262
0,372152
0,308881
0,786356
0,937723
0,288788
